content,score
"Untuk kulit saya yang sensitif, acne prone ini Pertama kali coba langsung bruntusan, auto berhenti pake. Padahal sudah exited banget sama produk2nya npure dari segi tekstur bagus buat ngelembapin. Dari segi kandungan juga pdahal bagus, ya kembali lagi memang cocok2an",1
"awalnya udah berekspetasi lebih sama ini produk soalnya banyak bgt yang ngereview katanya sih bagus, but di kulit aku dia ga membantu apa apa malah nambahin bruntusan dan kulit makin merah, namanya juga skincare pasti cocok cocokan jadi yaudah hihi",1
"Ini juga salah satu produk yang tidak cocok di aku. Parahnya, aku baru tau kalau itu ga cocok setelah habis sebotol. Kupikir karena produk lain. tapi setelah coba satu satu ternyata ini penyebabnya. waktu itu aku punya jerawat nodule yang sakit sekali. ku kompres pakai ini berharap bisa lebih baik. ternyata besoknya malah nongol tambahan jerawat yang sama dan sama sakit nya. 😭 repurchase? absolutely No.",1
"Aku pakai ini cuma semalam doang. Belinya di ofc store. Bodohnya pas check out nggak kucek dulu ingredientsnya. Pokoknya langsung kegocek klaim centella yg bisa nenangin kemerahan & mudarin PIE. Ternyata oh ternyata, aku tertipu wkwk. Produk ini ngga fungal acne safe. Sebelum pakai wajahku emang mulus² aja cm ada PIE & sedikit tiny bumps karena PMS. Pagi hari sehabis pakai npure dan cuci muka langsung muncul redness, gatel² dan gejala fungal acne lainnya. Kulit jadi geradakan Banyak sesuatu mirip bruntusan banyak banget dan membentuk kluster gitu. Not recommended deh buat kalian yg ada riwayat fungal acne/lagi ada f.acne. Perhatiin ingredients bener² di skincarisma karena rating tinggi di FD blm tentu aman. Curiga npure pake buzzer sih",1
"setelah pake ini, kulitku periiiih, terus mengelupas setelah beberapa hari. jerawatan juga. aku pikir perihnya gara gara produk lain. setelah produk lain aku kasih ke adek, aku lanjut pake npure dan perih banget, sampai 5 menit. dan pasti setelah itu kulit bersisik dan mengelupas. aku udah habis satu botol btw, karena kupikir karena produk lain kaaan.. tiap perih, aku bilang ke diriku: efek produk itu. eh setelah aku ganti toner lama, kembali ke produk yang biasa aku pakai, semua aman terkendali. kemarin itu aku coba lagi toner npure yang masih sisa dikit, ternyata perih perih perih.",1
"sehabis dipakai dia agak lengket gitu hasilnya dan malah jerawatan. bikin muka minyakan 2x lipat :( akhirnya cuma sampe setengah botol, sisanya aku kasi adek aku. packagingnya lucu sih ada centelanya dan baunya juga enak. jd selama ini cuma aku pakai buat kalo jerawat aku ga sengaja pecah aku kompres pake ini sampe kering terus hbs itu ga dipake lagi",1
"Sudah berharap banget bisa cocok sama Toner ini, tapi sayangnya malah gak cocok 😭 Aku pakai ini selama 3 minggu lebih beberapa hari. Di pemakaian pertama ada rasa cekit-cekit dan panas, tapi bodohnya malah tetap aku lanjutin karena mikirnya ahhh mungkin cuma efek sementara aja, efeknya gak bakal berlanjut. Aku pakai terus menerus buat kompres jerawat atau kadang aku pakai sampai 2 layer sbg toner. Sampai saat dimana di pipi kiri aku muncul seperti jerawat yang menggerombol di satu titik dan dipermukaannya seperti ada cairan, di hari berikutnya muncul didaerah pipi kanan. Lama kelamaan jerawatnya pecah berair gitu+pipi jadi bengkak. Cairan tersebut gak berhenti-henti selama 3 hari. Jujur mulai panik dan coba-coba search di google dan katanya ini gejala eksim. Karena masih ragu akhirnya langsung pergi ke dokter, soalnya asli gak tenang sama sekali lihat muka begini. Dokter bilang iya ini eksim 😭😭😭 Kata dokternya ini iritasi gara-gara salah satu produk skincare yang aku pake. Ya bener aja semenjak pake toner N'Pure ini muncul si eksim. Langsung diresepin obat buat diminum sama obat salep. Btw aku berobatnya malam, jadi selesai berobat, sampai dirumah aku langsung cuci muka trus olesin itu salep+minum obatnya. Ehh bener langsung berkurang bengkaknya, esoknya langsung kering itu luka-luka yang sempat berair.. Selama pakai obat salep aku skip semua rangkaian skincare aku, kecuali facewash haha karena mau fokuskan ke penyembuhan dulu. Sekian 😁",1
"Di dalemnya ada bunga centella asiaticanya dan ada bulir bulir daunnya yang rontok di toner nya, wanginya menyengat dan kurang enak. Sekali pake udah kerasa banget lembabnya. Ini merupakan salah satu produk yang bikin breakout terparah sepanjang masa. Jarang jarang ga cocok sama toner tapi efeknya se buruk ini. Aku pake semingguan langsung timbul jerawat mendem gitu di pipi dan buanyaaakk. Awalnya kukira purging karena ada BHA nya, tapi kok pas aku stop jerawatnya sama sekali ga nambaah. Ehh pas aku coba pake lagi, jerawatnya tuh ada lagi (bahkan tambah banyakkk) dan sampai sekarang bekas jerawatnya belum pada ilang. Salah banget beli ini cuma karena overrated :(",1
"Di muka bikin cekat cekit, baunya strong buat aku. kayaknya kulit aku bener² gabisa pake produk yang ada bau, warna, alkohol dikit deh, dan sedihnya malah nambah buat jerawatku meradaaaanggggg, dan tumbuh jerawaaaatt dimana², lumayan bikin stress 😭. jadi sangat rekomended buat punya tipe kulit sama kayak aku, kering sensitif berjerawat huhuhu",1
"Sumpah blm seminggu bikin muka BO dan jerawatan! Pertama pake oke, hydrated tpi jatuhnya jd greasy berminyak, ga bgt after toner nya tuh. 3 hari keatas baru deh mulai muncul jerawat kecil2, sakit, dan BANYAKKKK! Biasa gapernah jerawatan banyak sekaligus.. niat ngilangin jerawat malah nambah jerawat! :((",1
"awal gw beli toner ini tu kalo ga salah tahun 2020an sblm sehype sekarang, toner ini katanya ampuh buat redness ya? barrier repair dll. tp dikulit gw malah ga cocok huhu syaang banget baru 2x pake langsung beruntusan merah2 di jidat dan pipi huhuhuuu nangis bgt mana, mana lumayan pricey🥲",1
"selalu repurches, penyelamat kalau lg breakout dn jerawat hormonal cocok untuk aku yg acne prone skin ini. teksturnya cair ga lengket, efek calming nya kerasa banget dn enak buat csm an meskipun tergolong exfoliasi tp dia cukup gentle dan aman digunakan setiap hari ❤️",5
"bisa digunakan untuk kulit yg sensitive dengan bekas jerawat dan kulit kemerahan, dan menjadikan kulit yang sentive dan kemerahan menjadi lebih mereda dan tidak meradang yang berlebih karena ad kandungan centela nya yang berfungsi untuk keluhan kulit yang sensitive",5
"ini toner recomended banget buat segala jenis kulit, cocok banget buat menghidrasi kulitku yang acne ini , yang aku suka bisa buat kompres jerawat yang lagi meradang besok langsung kempes dahh. teksturnya yang ringan jadi cepet banges ngeresepnya",5
"seneng banget make toner n'pure ke 2 kalinya, udh struggle sama jerawat pakai toner nya beberapa hari langsung kempes, ngasih efek segar dan lembab juga ke kulit wajah, pokonya sukaa bangett!!!!! semoga terus cocok kedepanya juga pakai toner nyaa",5
"ini toner sejuta umat😭😭 karena emang bagus banget buat all skin type❤️ produk ini bisa menghindrasi kulit, merawat kulit berjerawat , meredakan kemerahan, menyamarkan bekas jerawat , bisa juga nyarahin wajah!😭😭 sebagus ituu😭 ini aku udah botol ke 3 apa 4 ya😭 selain bagus toner ini juga awet bngt😭❤️❤️❤️❤️",5
"beli ini karena iseng aja pgn pake toner. uda tau produk ini dr lama tp memang ga pernah cobain krn kulitku super oily dan acne prone parah bgt. jd gampang bgt muncul jerawat, se sensitif itu bahkan smua dokter kulit yg aku kunjungin pd blg hal yg sama. di kulitku ini hydratenya sudah cukup bgt, aku pakai di pagi hari setelah facewash. kdg aku pakai dg metode csm dan suka sih krn kulit calm jg jadinya. tp krn kondisi wajah aku lg berjerawat ga sembuh2 jd aku stop dan dlm pengobatan jerawat dokter spkk. secara tekstur dia toner yg cair bgt bukan yg agak kentel. aromanya jg soothing sih. tp krn dia cair bgt ya jd cepet habis sih. krn secara harga dia affordable jujur ga terlalu worry sih pakenya boros utk csm",3
"First time nyobain toner ini yang menurutku harganya lumayan ya untuk ukuran kecilnya.. overall good, especially buat ngompres jerawat yang lagi meradang dan kerasa banget ngelembabin kulitnya! teksturnya cair dan cepet nyerepnya ✊ minusnya cepet banget abis :(",4
ini yang aku rasain selama pakek produk ini :,5
"Toner ini membantu aku wktu aku breakout, jerawat parah dan merah² berkurang dan sembuh setelah rajin pakai toner ini untuk CSM. sampai sekarang masih aku purchase berkali² dan gak mau pindah ke toner lain soalnya udh cocok bgt sma npure 🥰",5
Aku sih yes sama produk ini soalnya calming dan hydrating banget! Pokoknya solusi kalo mukaku lg rewel atau iseng nyobain skincare lain dan ga cocok pasti balik lg ke toner npure dan selalu jadi penyelamat!🫶,5
"Emm gimana yaa. Toner ini sebenernya bagus-bagus aja, but that's it, nothing special. Di kulitku yang normal skin ini bener-bener gak ngefek apa-apa sama sekalii, yah sekadar melembabkan ajaa. And claim-nya katanya bagus buat kulit berjerawat, tapi aku hadiahin ke temenku jerawat dia malah beranak katanya 🥲🥲",4
Toner Npure centela aciatica best toner hydrating yg pernah aku coba. bisa kempesin jerawat dong dlm semaleman.. cuma di kompres in ke area jerawat dan kempes deh. gak ninggalin bekas di muka.. bikin fresh bgt dan ringan bgt pas di apply ke muka.. muat try sih yang LG jerawatan 🥰,5
"Pertama kali nyobain ini karna muka aku sering jerawatan tapi males ke dokter karna takut pake krim dan turunanya nanti ketergantungan. Akhirnya aku beli produk npure salah satunya tonernya dan aku happy menenangkan banget, seger di muka apalagi ada daun centella di dalemnya sensasi setelah dipake beda banget, kalian bisa pake 2-3x sehari ya, bisa juga buat maskeran pake kapas dijamin mantulita deh.. Alhamdulillah sekarang muka aku jadi lebih seger pokoknya produk npure the best 🤗",5
"please ini toner baguss bangettt, ga nyesel si nyoba ni toner ,bisa menghilangkan bruntusan buat breakout juga bisa banget ,biasanya aku pake metode csm buat ngompres jerawat dan besoknya jerawat aku kempes dijuga bisa menghidrasi kulit tapi untuk kulit kering masih kurang but its oke, bakal repurchase siiii ini",5
"Harus punya!! ini bagus banget untuk calming wajah yang lagi jenuh dan berjerawat, ga bikin reaksi aneh dimuka, bisa dijadiin masker juga kaya buat kompresan gitu pake kapas, tapi ini harus rutin pake kayanya biar efek nya kerasa, Repurchase? Oh Yes..",5
"Salah satu toner yang paling saya suka. karena ada kandungan cicanya jadi sangat membantu untuk kulit wajah saya yang jerawatan. Habis pakai jerawat akan berhenti tumbuh menerus, dan toner ini juga memberikan sensasi segar di muka saya.",5
Toner yang sangat bisa membantu calming jerawat jerawat kecil di jidat!! adem pas dipake dan cepet menyerap tapi di muka aku kerasa kurang hydrating kalo pake ini soalnya masih ada bagian bagian yang terasa kering meskipun udah beres skincare an,4
"Toner yang harus aku punya, selalu restock, gapernah kelewat stock di rak skincareku!",5
Toner favorit aku. Ada daun centella di dalam botolnya. Botolnya dari plastik jadi gak perlu khawatir pecah dan aman dibawa travelling. Toner yang membuat wajahku lembab dan mengurangi kemerahan di wajah. Cepat menyerap dan gak bikin lengket. Cocok untuk wajahku yang kombinasi to oily.,4
"Excited banget pas toner ini dateng, toner dengan daun centela di dalamnya bikin aku tambah berekspektasi tinggi sama produk ini. TAPI di aku ternyata gak cocok guys, langsung muncul beruntusan, gak banget deh pokoknya, padahal tadinya kalo tonernya cocok aku mau beli produk npure yang lain,tapi malah begini. So sad, tapi dulu kulitku emang sensitif banget sih. Kalo aku coba lagi toner npure sekarang gatau deh bakal cocok atau nggak😁😁",3
"hmm, awalnya aku direkomendasiin temen utk pake ini karena bagus banget buat nyembuhin jerawatnya. setelah maju mundur akhirnya aku langsung beli yang fullsize. awal pake, jerawatku membaik, jerawatnya kempes, bagus banget ngecalming wajahku yang merah-merah dan gatel. tapi entah kenapa, pas bulan ke 4 pemakaian, wajahku uda ga cocok lagi pake ini.. jerawatnya malah makin parah, sakit. aku coba berenti pke tonernya dalam seminggu ini dan alhamdulillah wajahku malah mendingan, pas aku coba pake lagi, malah break out lagi. tapi kadang tetep aku pake utk CSM-an dibagian kulit yang merah-merah, tapi fine-fine aja.. duh bingung, sebenernya bagus, tapi kalo repurchase kayaknya engga deh.. aku recommend utk kalian yang wajahnya sensitive n acne prone",5
"Toner wajah dengan kandungan Real Centella Leaves, Green Tea, Mix Fruit Extract, Vit B3 dan Tranexamic Acid. Membantu membersihkan wajah dari sisa kotoran, menyeimbangkan PH wajah, mencerahkan kulit wajah, merawat kulit berjerawat serta membuat kulit terasa segar, lembut dan lembab. Beli ini karena tertarik dengan packingnya yang ada daun centella dalam air🤣 Setelah pemakaian 1 botol, gak terlalu banyak efek yang aku rasakan...tapi produk ini tidak menimbulkan efek negatif apapun",4
"Jujur, pakai ini karena kepo, kok sempet vital banget. Ngademin puol. Dan karena bentuknya toner, dia ringan, dipakai sebagai masker pakai kapas juga udah enak dan gak khawatir bakal ada efek yang aneh-aneh. Menurut saya, toner ini bisa dipakai di penghujung hari. Mendinginkan muka yg sempat kena panas dan polusi. Klo mau bersihin botolnya sebelum dibuang juga termasuk gampang dibuka-pasangnya.",5
"Pertama kali lihat iklan NPure penasaran banget, masa asa infused water daun centella?? bener bener ngurangin kemerahan, jerawat, semuanya masalah kulit bisa kayanya pake ni toner, soalnya ajaib❤️ bisa di jadiin campuran masker juga tau, kmrn ku coba makin mantappp",5
"Toner hedrating dari npure ini bagus banget buat lembabkan kulit wajah , sangat ngaruh di wajah aku yg kering ,buat kalian yg kulit nya kering dan sensitif aku rekomendasikan banget toner dari npure super natural bangetttt .ada ukuran travel size juga loh",5
"Overall bagus sih, melembabkan, ga bikin perih Kalo kamu gunain pake kapas berasa lagi exfo karena kotoran keangkat ngurangin bruntusanku juga, -nya gampang teroksidasi kalo kena panas dan tutupnya kurang praktis",4
"uda repurchase sama ini toner berkali-kaliiii, jujurr dia enak bgt dipake klo di aku dia cukup bikin lembab muka aku terus klo lg bruntusan lumayan bisa ngeredain si bruntusan ini si🥹💓✨anw aku pake yg travel size si heheh biar mudah dibawa kemana mana",5
"Toner pertama yang aku pakai, langsung cocok, murah dan isinya banyak. Wanginya enak, seger gitu. Nyaman di pakai, adem di kulit, lumayan bagus buat pemula toner. Mencerahkan juga, menenangkan jerawat juga, mencegah jerawat, lagi breakout dipakein ini langsung hempas!",5
"toner ternyaman dan nampol sih menurut aku, baunya yang seger tapi ga nyengat dan ganggu juga meredakan kemerahan di mukaku, cepet banget padahal kulitku termasuk sensitif... dan efek setelahnya tuh engga yg bikin berminyak gitu tapi lebih kek abis cuci muka jadi seger trs kulit ngerasa bersih gitu dan aku udah habis 2 botol",5
"Love pake banget sama toner ini. Udah repurchase berkali-kali, dan produk ini yg berhasil kalemin kulit oily acne prone-ku. Kemarin ini sempet kena alergi obat dan di wajahku ada bruntusan yg ga pernah aku alamin. Toner Cica ini bantu bgt kalemin dan proses penyembuhannya. Dalam 3 hari kulit wajahku udah kalem lagi. Love..love banget lah sama toner ini 🥰 Harganya jgn ditanya terjangkau bgt, 150mL, dgn harga 100rb, malah kl pas promo under 100rb. Kudu pake banget cobain buat kulit oily acne prone dan yg srg iritasi.",5
"pertama kali cobain toner ini, ternyata sebagus itu karena kulit jadi lebih tenang saat ada jerawat dan jerawat pun perlahan pulih karena pake toner npure ini!! jujur ak rekomendasiin toner ini ke kalian yang belum cobaaa!! mustii cobaaa pokoknyaaa!! apalagi yg punya masalah kaya ak hihihi",4
"awalnya kepo karena temen temen pada pake ini , dan liat hasilnya muka mereka jerawat beruntusannya berkurang banget, ga bikin kulit kering, so i try, effect nya di muka aku cukup ngurangin beruntusan di jidat and jerawat yang ngamuk agak tenang.",5
"pertama kali cobain si toner cica ini, setelah sliweran di fyp aku🥲 sesuai banget sama ekspektasi kalo toner ini tuh super calming, mild & gentle! dan aku rasa ini tuh bisa banget ngatasin redness, aku suka bgt! dan semoga semakin cocok krn harganya juga bener-bener terjangkau di ukurannya🤩",5
"Bertahun2 udah pake ini wkwkwkwkw. Klaimnya bisa mencerahkan, menghaluskan, dan mengurangi jerawat. Di komposisinya mengandung fragrance tapi baunya lembut banget bukan bau yang nyengat gitu. Teksturnya kek air ya encer. Didalemnya ada daun cantelanya asli. Untuk melembabkannya udah cukup banget bagiku. Sudah pemakaian botol ke-2 sampe udah ganti logo baru dan alhamdudillah masih secocok itu tonemya sama kulitku. Gak ada efek negatif apapun selama pemakaian, malahan toner ini jadi MY SKIN RESCUE pas gak cook sama produk lain yg baru dicobain bahkan sama essence dr merek ini sendiri. Toner satu ini bener' bisa sembuhin jerawat kalo pas lagi gak cocok sama skincare dan jerawat periode. Tapi butuh waktu (gasampe 1minggu) ya gaes, jd gabisa langsung cling besoknya jerawat hilang wkwkwk. Meskipun kandungannya ada parfumenya dikulitku gak ada efek samping apa2 kalo kalian gak sensitifan mash aman si yaa. aku pake tiap hari pagi dan malam, dan dia ngelembabin kulit juga loh, kalo malem dipakenya setelah toner aha bha pun mash aman' aja ya guys gak perih pedes dsb",5
"heiiii kenapa baru beli yaa nyesel banget bangetttt:(( nyoba beli yang 30 ml dulu harganya tu 25k maybe, tapi kecil bangettt make nya irit wkwkwkwk. udah pake 2 mingguan masi ada setengah hahaha. pas pake tu lagi ada bruntusan di pipi dan bekas jerawat yang merah gitu LUMAYAN BANYAK. tapi seudah pake, omg itu beneran dari yang kalo megang pipi kerasa tekstur bruntusan nya, SEKARANG UDAH MULUS LUS LUSSS yaa walaupun masih ada bekas jerawat yang merah merah dikiitttt. oh ya kemaren juga baru ada jerawat, tapi coba CSM pake ini, cepet mateng nyaaa terus sehabis dipencet ga nimbul bekas (kalo udah mateng bgt yaa) sukakkkk deh bakal beli lagi sih iniii. bodoamat pokonya yang belum beli, cepetan beli!!!!",5
"Aku sudah mau 2 botol guys,sebenarnyasih 3 botol,awal pake tuh 2019,nah cuman sekali,sekrng aku pake lagi dan mau 2 botol guys,emng sebagus itu,apalahi kalian yang punya masalah wajah,kalian wajib nykba toner cica ini dari npure,sebagus itu guys😭😭",5
"Sumpah ini my comfort toner banget dari dulu sampe sekarang!!!! Aku suka semua aroma produk NPURE tuh ngga nyengat gitu loh bahkan ngga tercium wanginya kalo di aku, acne and sensitive skin friendly banget. Teksturnya cair kayak air dan mudah menyerap ke kulit juga. Love banget pokoknya!!!!<3",5
"wajahku bukan acne prone, dapet ini dikasih temen yg gk cocok. Lumayan cocok pake ini, habis pakai jadi agak cerahan dikit, menghaluskan wajahku yg bruntusan juga, habisnya lumayan lama, recommended buat yg oily skin juga",5
"Dia bikin jerawatnya sembuh tapi muncul jerawat lain.. Kalau seandainya gk cocok, pasti jerawat ny nggak sembuh2 dan malah meradang. Tapi ini sembuh ny malah cepet. Mungkin karena aku pertama kali pakek salicylic acid. Bimbang mau lanjut atau nggak",4
"Pertamanya krn hamil dan timbul jerawat hormon dan bruntusan se jidat dan jerawatan di pipi, hidung dan dagu udah coba beberapa produk malah makin parah, eh nyoba ini malah cocok oia sy pakai setelah keguguran yah jd pas hamil ga pake apa2..",5
"Aku cobain ini beli yang travel sizenya dulu. Packagingnya bagus gitu simple dan dibagian keluar produknya juga ada penutup lagi jadinya ga gampang bocor. Untuk harganya sih kebilang agak mahal buat aku karna produknya cepet abis banget😭. Teksturnya cair banget kaya air. Waktu di apply tuh dia ada sensasi dingin yang calming gitu, dan ada aroma parfumnya juga. Buat csm-an ini bagus sih bisa bantu cepet ngeringin jerawat tapi juga di kulitku bikin jerawatnya nambah🥲 jadi malah hilang 1 eh muncul yang baru gitu loh. Mungkin karna emang ada kandungan fragrancenya yang aku ga cocok🥲",3
"My comfort toner dari NPUre ini udah ngebantu aku maintain kulit bgt. Dia bisa dipake buat CSMan pake kapas gt kalo ngrasa kering banget, ato sekedar pingin rileks juga bisa. Apalagi ada kandungan cicannya yg tentunya acne and sensitive skin friendly. Teksturnya cair seperti air dan fragrance super light terus mudah menyerap ke kulit juga. Efek setelah pake kulit jadi seger, dingin dan bagus buat skin prep juga. daya hidrasi ke kulit cukup bagus dan dipake sesering apapun di kulitku tak ada masalah. Luvv",5
"Aku dulu cobain ini awalnya karena temen aku, dan pas aku coba ternyata bener-bener setelah bangun tidur wajah jadi keliatan lebih cerah dan glowing, terus yang lebih best lagi adalah jerawetong aku langsung mateng, mengering dan kempes. Hahah best banget di muka aku si, menghempaskan beruntusan juga",5
"suka banget ya Allah sama toner ini, bagus banget, banget, banget, banget. ngebantu banget nenangin muka aku yang lagi beruntusan, bener bener ngeredain kemerahan. Teksturnya cepet nyerap, baunya enak ga ganggu, terus sizenya gedee, suka banget, obviously bakal repurchase, Suka!",5
Toner nya ya kaya toner biasa dan saya ga cocok pertama kali abis make ini wajah serasa gelap dan kucel setelah itu seminggunya muncul jerawat dan bruntusan setelah pemakaian toner ini jadii saya prelove aja wkwk sayang ga ada foto produk nya karena ga sempet foro,3
"Sejauh ini salah satu toner terbest aku sih Npure yg cica ini. Tekstur cair, ringan dan ada daun2 cica di dalem tonernya. Efeknya terasa, jerawat jadi kalem dan gak meradang. Ukuran juga lumayan gede 150ml. Walaupun dulu pas beli harganya juga lumayan mahal 90-100rb an klo ga salah. Worth to try pokonya",5
ini kandungan nya baguss banget ingredientsnya juga baguss bangett ada centella dan niacinamide tp gatau kenapa di aku malah ga cocok sama sekalii centella harusnyaa bisa buat calming tp pertama kali pake di muka langsung merah merah gt trs si niacinamide hrsnya bisa oil control tp malah bikin oily parah setelah beberapa jam pdhl ini cm tonerr. pertama pake aja udh keliatan bikin muka merah merah tp aku ttep pake karena syg baru beli dan aku kira itu cm awal doang ternyata makin lama malah bikin jerawat di tempat baru jd aku ga cocok si pdhl murah dan si npure ini aromanya enak si tapi kenceng banget yah wangi nya.,3
tekturnya cair dan aku kurang suka wanginya yang menurutku cukup menyengat. efek dimuka aku sih biasa aja enggak ada perubahan gitu gitu aja. harganya lumayan malah menurutku lebih ngefek viva face tonic green tea di aku. repurchase? no,3
"Beli waktu promo, iseng aja pengen cobain toner centella asiatica. Produknya lucu, ada daun pegagannya di dalamnya. Toner ini cair banget ya. Wanginya ga ganggu bgt sih. Tp sayangnya produk ini gak bekerja baik di aku, gatau kenapa bikin jerawatku makin merah :( kucobain beberapa kali dites gaapake rangkaian skincare lain hasilnya tetep bikin gatel gt dijerawatku. Jdi yaudah, stop pake deh.",3
"Kebetulan pas beli toner ini muka aku tuh lagi merah merah karena ada beberapa jerawat dan bekasnya, ekspektasi aku adalah dengan kandungan cicanya bisa ngecalming kulit aku.. tapi..... ternyata di aku ga ngaruh apa2☹️☹️ trs aku juga kurang suka setelah pemakaian cenderung lengket bikin aku ga nyaman dan sedikit gatal. Sedih sih liat orang2 pada cocok ternyata di aku engga huhu",3
packaging nya menarik karena ada daun centella nya di dalem. teksturnya cair dan gampang meresap di wajah. gak ada aromanya. Di kulit aku belum kasih efek apa-apa. tapi sejauh ini cukup melembapkan saja. mungkin akan coba toner yang lain.,3
"Kayaknya di orang2 ini holygrail banget ya, aku jadi tergiur dan akhirnya nyoba. Baunya enak dan ga aneh² gitu, cukup melembabkan tapi ternyata dikulit aku gak ngasih efek yang wow meski udah dipakai sebulan. Redness yang awalnya berkurang tapi makin kesini kaya makin ga ngaruh, huhu.",3
"Awalnya berharap banyak sama toner ini karna banyak yg bilang bagus😂. Tapi ternyata jalan 3 hari pemakaian, muncul beruntusan & jerawat baru. Jadi sekarang bingung mau coba ngelanjutin tapi takut makin parah, atau stop aja huhuhu... teksturnya cair jadi gampang meresap ya, terus wanginya menurutku juga ngga terlalu mengganggu",3
Pakai ini karena ada kandungan centella yang katanya bagus buat jerawat.,3
"Iseng cobain brand N’Pure yang katanya lagi hits ini. Ternyata ngga terlalu cocok di kulitku. Agak lama bahkan cenderung tidak menyerap di kulit, lalu kulit jadi agak lengket dan greasy. Ngga suka sama skali dengan efeknya. Sorry N’Pure 🤷🏻‍♀️",3
"Awalnya aku beli itu karena kulit aku lagi ada beruntusan dan beberapa jerawat, dan akhirnya aku beli cica toner ini karena claim nya brightening, refine, acne care. Tapi setelah aku coba pke metode csm (kompres di muka pke kapas tipis) atau langsung di tuang ke tangan sampe toner nya pun udah mau abis, di muka ku sama sekali gak ada perubahan. ⭐ Rate : 7/10",3
"aku beli ini karena beli sepaket sama face wash dan essencenya, so far tonernya yang lumayan cocok diaku, tekstur cair cepat meresap dan wangi khas centella asiatica yang kalem banget, setelah pemakaian kulit terasa lebih lembut, tapi untuk mengurangi jerawat engga begitu ngaruh ya dikulit ku",3
"Gak cocok di aku, malah bikin bruntusan dan jerawat kecil kecil. sayang banget gak cocok.Udah dicoba beberapa kali kirain bukan toner ini penyebabnya ternyata pas dicoba lagi emang bener bikin bruntusan.akumauproloveddi toko Oren nama toko nya crabee store",3
"Sayangnya toner ini nggak terlalu melembabkan di aku. tapi kalau untuk menghilangkan kemerahan dan calming jerawat sih masih oke lah. padahal teksturnya enak banget, gak bikin kusam dan wanginya herbal-herbal gitu. repurchase? hmmm kayaknya nggak dulu deh.",3
"Sebenernya di aku yang bejerawat dan berminyak ga terlalu ampuh ya, aku ga melihat ada nya perubahan di kulit aku. Ga sebagus kata kata orang review lainnya, mungkin cocok cocokan hehe. Tapi ga buat breakout aja udah lumayan banget buat aku.",3
"Teksturnya cair, mudah meresap dan bikin lembab tapi ternyata kulit wajahku kurang cocok pakai ini karna bikin tambah jerawatan. Fyi, tipe kulitku combi to oily. Akhirnya kupakai di tangan dan kaki dan it works buat mengatasi kulit tangan dan kakiku yang kering parah. Jadi, aku pakai toner ini dulu kemudian ditimpa body lotion.",3
"syg bgt bikin jerawatan di jidatku, padahal enak bgt buat di pake sehari-hari, bikin lembab. tp dia lumayan butuh waktu buat meresap tp masi oke” aja bagi aku. dan mungkin aja karena masih ada fragrance jadi gacocok dan jadinya nimbulin jerawat yg lumayan banyak🥺",3
"so so, ga ada yang istimewa. beli ini karena keracunan review dan memang lagi butuh rekomendasi toner. ngelembapin, tapi entah kenapa besoknya aku liat muncul bruntusan. tetep lanjut tapi bruntusan mati satu tumbuh lagi yang lain. jadi aku stop dan udah ga pernah pake lagi.",3
"sebagai pengguna centella asiatica fresh yg perlu diulek trlebih dahulu, menurutku produk ini biasa aja dan cenderung mahal untuk sebuah toner. produk ini terkenal karena centella asiaticanya. Centella asiatica yg dimasukin ke toner ini menurutku cuma sebagai pemanis kemasan. tapi worth to try lah.",3
"beli ini wktu kulit lagi breakout parah. setelah pemakaian kurleb sebulan gaada perubahan sama sekali tp jg ga mmperburuk. Tp toner ini enak bgt buat csm, tekstur watery + aromanya jg ga berlebihan. Rncananya ak bakal repurchase buat mstiin bneran ga cocok / engga",3
"Sepet banget dah kalau pakai produk yang semua orang suka tapi nggak works di kamu, hedehhhh. Entah karena ada kandungan niacinamidenya, kulitku langsung nolak mentah-mentah, haduh. Mungkin juga karena di ingredientsnya ada niacinamide dan di gabung pulak sama Salicylic Acid jadinya kulitku yang over dramatis ini ngamuk dan balas dendam :) oke deh tidak aku teruskan pake, mana baru pake beberapa kali wkwk.",3
"Untuk diaku pribadi dia ini enakk sii, gabuat panas dan gabuat iritasi. Cumann pas di hari pemakaian yang ke 21 kayaknya. Dia malah buat bruntusan, dan jerawat di jidat makin banyak. Idk ini faktor dari segi apa. Tapii dia ini disisi lain ngebuat jrawatku ilang (di pipi). Aneh gasih?? Jidat dan pipiku mayan berkurang jrawatnya pas pake ini...tapi kalau jidat malah makin banyak...",3
"Sejauh ini aku belum menemukan keunggulan dari face tonernya npure, biasa aja sih di kulitku. Tapi dia bekerja dengan baik maksudnya cukup melembabkan kulitku yg gersang ini, menyerapnya juga cepat, ngga ada bau yang mengganggu dan dia bener bener ada daun centella asiaticanya wkwk gemes",3
