Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,topic_label,sentimen
674,2,0.6435,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",daerah henti timbul reaksi kaya oily kecil cuman ngaruh ngempesin gede pakenya terus pernah seluruh kalau lumayan tonernya bruntusan jadi muka hari kulit pakai jerawat,Pembelian Produk,0
675,2,0.5311,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",kayak skincare lah hehe bakal sama lembut habis sih hasil temen mau lebih buat cocok lumayan beli jadi muka bikin kulit pakai,Pembelian Produk,1
676,2,0.7169,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",rekomen sengaruh balik kelembaban abis facial ngamuk kaya sedang awal calming temen pokok buat enak merah bruntusan jadi muka cepet sangat kulit npure pakai banget toner reda,Pembelian Produk,1
677,1,0.5911,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",wa preloved ngatasin isi lembab bagus harga buat wajah merah bikin jerawat,Kualitas Produk,0
678,1,0.6642,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",rekomendasiin ngilangin selalu botol temen suka prone acne buat cocok bruntusan kulit pakai banget produk,Kualitas Produk,1
679,1,0.8883,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",kualitas sesuai nyerap sengaruh liat sama bersih bulan sih nyaman makin hasil gampang emang lebih tekstur harga cica buat ku jadi kulit npure pakai cukup toner kurang jerawat produk,Kualitas Produk,1
680,0,0.5266,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",love luar kerja sedang dipake punya langsung pagi besok sumpah bangett kecil bakal repurchase it buat kalau cocok wajah merah beruntus breakout pas banget reda,Penggunaan Produk,1
681,0,0.6391,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",apaapa sedih lalu bagusbagus reviewnya muncul out break waktu malah bulan beberapa rekomendasiin ngasih banyak cocok enak muka bikin efek pakai banget jerawat,Penggunaan Produk,1
682,1,0.6086,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",bening dua next negatif far so sedikit bakal sama bulan sih repurchase bau resap cair ganggu botol suka tekstur it worth ml harga buat lumayan efek kulit npure pakai toner,Kualitas Produk,0
683,1,0.6026,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",panas abis jangkau dipake nyaman selalu suka harga diskon kalau cocok tonernya merah efek pakai banget,Kualitas Produk,1
684,0,0.4987,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",favorit turut murah kok satu salah lokal hydrating bau mudah kasih nampol hidrasi khas tekstur ml harga bintang lumayan serap ringan enak centella banget toner kurang produk,Penggunaan Produk,1
685,0,0.5189,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",panjang kualitas bekas ganti formula ngilangin moga bagus nya it worth harga buat benar merah ilang pakai banget toner jerawat produk,Penggunaan Produk,1
686,0,0.5184,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",boros nyerep saking benerbener love dipake sama super cair calming csman gampang suka it buat ringan enak muka bikin pakai banget toner,Penggunaan Produk,1
687,0,0.5031,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",si ngamuk jadiin pagi sih selalu kalian rumah atau emang apa nya kalau merah beruntus kulit pakai banget reda,Penggunaan Produk,0
688,0,0.6336,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",baguss liat bagusss hasil terlalu melembabkan bagus asiatica cocok lumayan wajah cepat centella kandung bikin breakout kulit cukup,Penggunaan Produk,0
689,0,0.9409,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",calmingnya segala jenis bersih bulan repurchase terus worth adem cocok enak sangat kulit pakai banget,Penggunaan Produk,1
690,0,0.6134,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",hmmm cleansing tidak sadar residu sakit bandel cuci ngerasa sayang bekas ngangkat takut padahal angkat tetap punya muncul sekali kata habis kotor oke sih kapas gede selalu kasih pipi kena terus lama bagus apa pernah masker buat kalau cocok kali pertama baru wajah bruntusan jadi muka deh bikin sangat breakout kulit pakai pas banget memang jerawat produk,Penggunaan Produk,0
691,2,0.5051,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",minat cek sedih huhuhu reviewnya liat padahal langsung serum awal sekali sama jujur makin bagus asa light diskon kalau cocok nyata lgsg merah beli muka sangat hari kulit pakai pas banget toner,Pembelian Produk,1
692,0,0.6195,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",tanda tangan gatau turut reaksi parah hampir muncul kapas terlalu emang seluruh lebih cocok wajah enak bruntusan pakai memang toner,Penggunaan Produk,0
693,0,0.8431,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",sengat lalu berapa lembab kapas botol guna aroma ku after ringan muka sangat hari pakai kompres jerawat produk,Penggunaan Produk,1
694,0,0.5769,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",free mini abis semua padahal cuman sama ngaruh lembab ngeredain cair terlalu nya segar tekstur merah bruntusan beli jadi bikin kulit npure toner jerawat klaim,Penggunaan Produk,0
695,1,0.4796,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",dalem kaya tahu kondisi the sampe love eh salah awal sama sih metode repurchase wangi melembabkan terus nya csm it daun best kalau cocok nyata enak tonernya nyoba centella merah beli beneran kulit pakai banget jerawat reda produk,Kualitas Produk,1
696,1,0.6542,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",harap tengah padahal tahu satu salah sama lengket kasih perih botol terlalu coba mau siapa lebih buat kalau nyata baru tonernya muka bikin pakai toner jerawat,Kualitas Produk,0
697,0,0.7499,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",ajaa favorit malam sendiri bilang pagi awal bakal sih repurchase rutin bagus banyak suka baik acne kalau for perlahan benar beli jadi kulit pakai banget toner,Penggunaan Produk,0
698,1,0.9623,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",kalem turut jangkau hydratingnya awal kecil kata oke sih dulu calming melembabkan suka prone acne watery buat skin my beli bikin kulit banget cukup kurang jerawat,Kualitas Produk,0
699,0,0.4353,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",sls alcohol paraben fragrancenya tangan plastik putih tuang claim packagingnya ngefek transparan free turut minggu gemes unik oil warna merahmerah nyegerin soothing apply overall rasa ngerasa butuh pergi the simple cium oily luar sedang langsung tambah waktu malah sekali sama first affordable care try ganggu botol gampang lama hidrasi lebih acne seger tuh cicanya worth sering dalam asli daun cica lumayan tarik lihat muka deh bikin kulit pakai pas banget cukup toner,Penggunaan Produk,1
700,0,0.6451,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",sls paraben strong packagingnya gatel gemes sengat ngatasin warna up hihi cantik rasa step abis sayang semua jenis bukan malam skincare lanjut langsung pagi to product good lembut leaves real aman ganggu layer asiatica suka lebih asa tuh aroma buat and centella merah bikin efek sangat kulit pakai banget cukup,Penggunaan Produk,0
701,0,0.5937,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",kombinasi fragrance isi lembabnya oily to acid hydrating ganggu terlalu banyak nya suka kalau lumayan kulit pas toner kompres jerawat,Penggunaan Produk,0
702,0,0.5168,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",hilangin promo sempet sebenernya emg tahu cobain sekarang dulu jg terus lama bagus coba mau sering buat kalau baru bruntusan beli muka kemas kompres jerawat reda produk,Penggunaan Produk,1
703,0,0.6029,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",nih ingredientsnya nyesel bekas bakal sih repurchase wajib kalian terus kempes csm buat kalau cocok beli cepet bikin pakai banget jerawat produk,Penggunaan Produk,0
704,0,0.5693,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",minggu centela jauh berat gituu sampe lah sih redness terlalu bagus nya hidrasi asli daun lumayan hari pakai toner kurang,Penggunaan Produk,0
705,0,0.6059,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",tangan berat oily bahkan awal habis lengket kapas makin cuma kalau bruntusan muka bikin kulit pakai banget toner,Penggunaan Produk,0
706,2,0.7146,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",paket dikit lain neng unik emg centellanya ganti awal cobain pudar bagus mau tenang daun buat tonernya merah npure banget toner jerawat,Pembelian Produk,1
707,0,0.4916,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",beda sempet mending sedang kok daily kemarin cobain dulu nampol terus cocok beli muka bikin pakai pas toner kurang jerawat,Penggunaan Produk,0
708,0,0.6115,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",bnyk rada ni tidak sabar harap minggu krna kek abis bukan si sedang jujur lengket dari calming jg terus bagus mau nya suka lebih diskon makan bruntusan jadi muka akhir kulit pakai pas toner kurang,Penggunaan Produk,0
709,1,0.5369,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",minggu abis air kaya sendiri sampe muncul waktu lembab cair cuma bagus tekstur lumayan nyata pertama wajah merah ilang pakai banget toner kurang jerawat reda,Kualitas Produk,0
710,0,0.6416,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",lagi ganti si cinta skincare oily benerbener lah to bangett ngaruh bulan ngurangin ingridientsnya cobain dehh pure redness calming asiatica prone acne minyak cocok baru wajah centella jadi kulit toner jerawat,Penggunaan Produk,0
711,0,0.8224,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",sakit merahmerah cuci ngerasa full kok biar walaupun mungkin bulan beberapa mendem tipis kapas botol calming but coba banyak mau lebih asa tuh it worth kalau muka akhir breakout pakai banget hilang toner jerawat,Penggunaan Produk,0
712,0,0.4126,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",krna have oily dipake waktu lembab must sih cobain kempes emang prone acne loh cica kalau minyak skin face enak deh bikin kulit npure pakai pas banget toner jerawat,Penggunaan Produk,0
713,0,0.6642,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",sorry sebab mulus belum dah alhamdulillah ini padahal kaya gin punya kecilkecil sama se rutin masalah jg apa pernah seluruh alami baik bintang masker buat nyata wajah jadi muka hari beruntus kulit pakai toner jerawat produk,Penggunaan Produk,0
714,0,0.7197,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",bunga bagaimana sihh nyari kyk dalem semua air skincare bilang punya biasa cobain bau selalu botol calming csman bagus nya cica buat benar kandung jadi kering npure pakai toner,Penggunaan Produk,0
715,2,0.6014,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",muka works deh ilang cepet akhir kering bikin efek sangat hari beneran beruntus breakout kulit npure pakai pas impression wow banget hilang toner produk,Pembelian Produk,1
716,0,0.5457,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",kaget fragrance baguss bgttt liat padahal si bilang muncul mungkin nyobain terus banyak mau nya tuh kalau cocok baru kandung merah hari beruntus pakai pas jerawat,Penggunaan Produk,0
717,0,0.6801,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",shopee pasti penasaran betul sm maybe awal ngaruh habis lembab cerah lama lebih harga lumayan bruntusan beli bikin kulit pakai toner kurang,Penggunaan Produk,0
718,0,0.5243,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",biji purging nyengat hormon penasaran padahal mending dipake langsung besok eh awal bakal kata jujur aman sih gede bau emang apa pernah hidrasi asa seger kalau cocok in beli jadi muka bikin pakai pas banget toner jerawat produk,Penggunaan Produk,0
719,0,0.5887,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",apply benerbener sama bulan recommended cerah beberapa mudah cair halus bagus emang suka lebih tekstur pokok bruntusan jadi akhir kulit pakai banget kurang jerawat produk,Penggunaan Produk,1
720,2,0.5306,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",mask sabar hempas mantul manfaat bahan ngamuk nenangin bangett tipis kapas cair yaa terus bagus alami tekstur asli buat kalau jadi muka pakai banget toner jerawat,Pembelian Produk,0
721,0,0.4986,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",satu salah awal daily review waktu kenal sama dulu coba sering buat lumayan tarik lihat beli banget bantu toner jerawat produk,Penggunaan Produk,1
722,0,0.5305,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",bunga isi centellanya gituu muncul satu salah kecil bulan super botol jg banyak sensitif dalam cocok bruntusan muka kering bikin kulit pakai banget toner jerawat,Penggunaan Produk,0
723,2,0.6085,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",fungal untung minggu campur nge eh awal aman terima emang coba acne masker buat benar beli jadi akhir pakai,Pembelian Produk,1
724,0,0.5436,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",minggu rasa kan liat walaupun lembab mudah cair terus aplikasi segar aroma pokok buat minyak cocok lumayan baru enak lihat jadi kulit pakai jerawat,Penggunaan Produk,1
725,1,0.6445,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",tangan plastik tuang packagingnya double macem bening warna ngerasain tumpah air tutup mending si kaya fresh bakal sensitive tetep sih gede bau resap terlalu melembabkan meski banyak suka lebih seger tekstur daun adem ku cepat lihat jadi muka bikin efek breakout kulit pakai pas cukup toner jerawat reda produk,Kualitas Produk,0
726,0,0.6492,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",very rasa kerja good botol calming nya baik acne skin my centella kulit bantu,Penggunaan Produk,1
727,0,0.6722,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",nemu nyegerin ngelembapin bagusbagus reviewnya oily sumpah soal bakal nyobain dapet sih repurchase bau dulu calming terus bagus emang mau lebih tuh ml harga asli buat kalau lumayan nyata ringan enak beli beneran kulit pakai banget toner ukur,Penggunaan Produk,1
728,0,0.6391,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",bangun apply tidur fresh time first lembut lembab bulan resap lama mau nya lebih purchase pokok kalau baru cepat enak beli jadi muka npure pakai pas banget toner,Penggunaan Produk,1
729,0,0.5767,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",di stop ragu doang so kl malam skincare dong sedang punya pagi awal waktu bakal cerah repurchase dulu calming jg terus kempes lama apa mau asiatica rb diskon cica wajah centella kandung beli jadi bikin efek breakout npure pas toner jerawat,Penggunaan Produk,1
730,2,0.568,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",kira sedih minggu jidat hidung gara awal malah gede paling pipi banyak asli cocok beli jadi pakai banget jerawat,Pembelian Produk,0
731,2,0.7339,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",liat hampir dong radang tahun terus suka nyata merah jadi kering beneran npure pakai pas banget toner kompres jerawat,Pembelian Produk,1
732,1,0.691,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",kalem perlu sabar harap nyegerin dia sayang kaya langsung lembab cuma lama emang lebih asa tuh buat cocok pertama benar merah jadi efek pakai toner kompres jerawat,Kualitas Produk,1
733,1,0.5879,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",rasain isi negatif jangkau sama mana bulan sih gaada calming banyak nya suka lebih tuh tekstur harga cica lumayan merah bikin efek kulit npure pakai banget toner kurang reda,Kualitas Produk,1
734,0,0.6723,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",depan makin selalu moga bangetttt dulu banyak suka diskon muka produk,Penggunaan Produk,1
735,0,0.7618,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",kasi glowing justru bangun sehat kek tiap dua tahu tidur pagi sedikit lembut bersih lembab rekomendasiin makin meski kempes bagus lebih buat minyak kali wajah lihat merah jadi bikin efek sangat kulit npure pakai pas banget bantu toner jerawat reda,Penggunaan Produk,0
736,0,0.4709,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",aneh yes rasa reaksi kaya dijadiin punya biar kapas repurchase rutin calming bagus nya masker buat wajah muka bikin efek pakai banget kompres jerawat,Penggunaan Produk,0
737,0,0.4656,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",dikit claim gatel rasain lupa promo kombinasi kyk cuci dalem rasa cenderung tiktok air berapa sampe nenangin satu salah habis beberapa resap cair ganggu botol melembabkan cuma ramah gampang coba sensitif segar hidrasi lebih aroma tekstur harga daun cocok tarik merah jadi muka kering sangat kulit npure pakai pas cukup toner,Penggunaan Produk,0
738,0,0.6044,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",you langsung sama cerah repurchase nyaman pure bagus suka minyak cocok kali benar sangat kulit pakai banget toner produk,Penggunaan Produk,1
739,2,0.4123,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",sesuai hempas khawatir hihi alhamdulillah jarang ampuh muncul biasa sama bulan rutin masalah bagus mau nya suka tuh kalau cocok jadi deh npure pakai banget toner jerawat klaim,Pembelian Produk,0
740,1,0.5999,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",not okay kombinasi murah overall bukan far so sedikit mungkin sama good hydrating lembab super sih wangi but pernah acne cocok baru jadi bikin kulit toner,Kualitas Produk,1
741,0,0.4642,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",putih at turut nimbulin rekomen air brand lanjut serum kata aman sih bagus apa mau nya cari asiatica tenang light tekstur harga dalam daun pertama baru wajah ringan centella kandung beli efek sangat kulit pakai toner jerawat produk,Penggunaan Produk,0
742,1,0.5838,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",tangan fyi kemudian parah oily to tambah lembab tipe resap mudah cair dulu atas tekstur it buat cocok nyata wajah jadi works akhir kering bikin kulit pakai toner kurang jerawat,Kualitas Produk,0
743,2,0.5087,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",asiatica dalam asli daun centella,Pembelian Produk,1
744,2,0.8683,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",belum jenis sama suka kulit toner jerawat,Pembelian Produk,1
745,1,0.4277,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",bangettt dipake langsung bangett resap bgtt wangi kalian redness melembabkan coba nya cari asiatica tekstur daun pokok buat kalau enak beruntus pakai banget toner reda,Kualitas Produk,1
746,0,0.722,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",gabisa beda minggu kecil malah mungkin real lembab besar cair makin redness terus nya asiatica tekstur dalam cica ku skin on wajah centella breakout kulit pakai jerawat reda,Penggunaan Produk,0
747,0,0.6613,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",alcohol bnyk paket niat bagaimana rada fix free proses reaksi butuh full tahu maksimal rangkai sedang soal biar walaupun malah lembut lembab dari cobain makin hasil perih terlalu cuma lama temen asiatica tuh cica kalau cocok face centella beli jadi bikin kulit npure pakai toner kurang,Penggunaan Produk,0
748,0,0.6745,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",oily bahkan daily balance ph radang metode resap mudah calming alami csm prone acne cicanya tekstur cocok ringan bikin kulit pakai banget kurang jerawat,Penggunaan Produk,0
749,0,0.6326,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",ingredient tinggi pikir purging fix nimbulin jangan bekas brand hampir dong sampe mulai out break review kenal malah bulan oke sekarang ngilangin atas percaya apa mau nya bintang ku cocok lumayan tarik beli muka kulit npure banget jerawat,Penggunaan Produk,0
750,1,0.6776,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",aneh packagingnya cantik jarang liat out break affordable sih wangi paling terlalu bagus hidrasi it worth harga asli daun centella efek pakai pas wow banget cukup jerawat,Kualitas Produk,1
751,0,0.7501,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",masa gatel tidak sedih dah bukan mending tahu dipake eh tambah malah sama sih terus banyak apa cica cocok kandung pakai banget kompres jerawat,Penggunaan Produk,0
752,1,0.6053,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",pegagan pdhl ni gatau gatel emg sm lucu product hydrating sih ganggu wangi jg terus bagus apa bingung dalam daun ku kalau cocok merah beli muka deh efek hari beneran pakai banget cukup toner,Kualitas Produk,0
753,2,0.4663,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",pengaruh masuk mula awal sama lengket wangi terus bagus nya suka tekstur sering dalam daun cepat bruntusan beli kering sangat kulit banget produk,Pembelian Produk,1
754,0,0.4758,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",relax samar fungsi jauh nyerap bekas cinta kaya sampe waktu iritasi biasa hydrating bulan ngebantu repurchase perih wangi redness melembabkan mampu gampang apa pernah nya asiatica suka an csm tekstur cica ku kalau enak benar centella kandung tarik merah jadi kering bikin efek sangat kulit npure pakai banget bantu toner kurang jerawat,Penggunaan Produk,0
755,1,0.7925,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",jodoh harap ngatasin bening warna soothing dalem padahal si jangkau bakal ngaruh resap cair wangi calming jg nya tekstur harga daun buat cocok nyata cepat centella banget kurang jerawat klaim,Kualitas Produk,0
756,1,0.4965,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",daerah orangorang tingling sedih minggu racun rasa reaksi si bagi bilang muncul awal review biasa mana tumbuh sih sekarang makin pipi bagus coba banyak pernah tuh kali pertama baru beli muka kulit pakai toner jerawat,Kualitas Produk,0
757,0,0.9537,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",tanda stop purging telah racun muncul mungkin kata jujur cerah beberapa sih selalu wangi cuma bagus suka baik buat kali lihat jadi pakai,Penggunaan Produk,1
758,0,0.507,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",daerah positif pdhl sedih minggu anak kek tiga jarang padahal hampir sm huhu muncul review paling terlalu melembabkan pipi kena terus lama bagus coba nya cocok after enak ilang hari beruntus pakai banget toner,Penggunaan Produk,0
759,0,0.7657,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",betul parah awal waktu sih kasih calming bagus pernah buat nyata nyoba jadi breakout pakai banget cukup toner,Penggunaan Produk,0
760,0,0.7485,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",penuh apaapa tangan packagingnya perlu nyengat belum khawatir plus tumpah entah negatif reaksi padahal berapa mulai walaupun sama habis bulan beberapa perih wangi botol terlalu layer cuma suka asa watery buat kalau kali its wajah jadi bikin kulit pakai banget cukup toner,Penggunaan Produk,0
761,0,0.9683,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",sold claimnya bahan pilih bukan hati skincare punya tambah sembuh walaupun malah radang tipe saran banyak alami prone acne cocok kandung bikin sangat kulit pakai banget toner jerawat produk,Penggunaan Produk,0
762,2,0.5625,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",fd putus liat penasaran so lah review sekali sama hydrating aman sih makin ganggu wangi melembabkan bagus coba pernah nya beli akhir toner produk,Pembelian Produk,1
763,0,0.6724,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",cek tinggi stop beda type dipake muncul review mungkin yaa kalian terlalu pipi terus banyak nya cocok sangat kulit pakai pas jerawat,Penggunaan Produk,0
764,0,0.8128,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",ngebuat bgttt tiap malem langsung menit bakal tumbuh lembab lama mau tinggal kalau cocok kali pertama wajah pakai toner kompres jerawat,Penggunaan Produk,0
765,0,0.9681,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",recommended happy super cerah kotor dari oke care aman ngebantu paling calming nya lebih acne buat for and skin my wajah benar jadi muka cepet banget toner,Penggunaan Produk,1
766,1,0.7174,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",kenyal favorit cara warna satu salah lembut radang cair rutin ganggu paling baik hidrasi csm aroma tekstur kalau ringan lihat merah jadi kulit pakai bantu toner jerawat reda,Kualitas Produk,0
767,1,0.974,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",tinggi ekspektasi ajaa ken tingling gatau pengaruh dgn iya kek balik kl mungkin biasa jujur affordable lembab besar sih repurchase dulu melembabkan coba apa ku efek pakai pas banget cukup toner kurang ukur,Kualitas Produk,0
768,2,0.5046,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",mula bagusss skincare nyobain aman ngeredain bgtt redness bagus sensitif pokok buat my beneran breakout kulit npure banget toner jerawat,Pembelian Produk,0
769,2,0.9473,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",cinta sm lembab bgtt calming atas csman sering adem enak merah beneran pakai banget toner,Pembelian Produk,1
770,0,0.7543,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",kombinasi bkin reviewnya better entah orang padahal brand sampe review malah sih repurchase gampang bagus cari cocok makan bikin beruntus kulit,Penggunaan Produk,0
771,2,0.9405,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",rusak barrier poko satu salah kalian kontrol rekomendasi kalau cocok skin sangat kulit toner kurang jerawat produk,Pembelian Produk,0
772,0,0.699,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",rasa air this love nenangin product bakal sih repurchase resap mudah nyaman botol seger daun ringan enak asiaticanya centella sangat kulit toner,Penggunaan Produk,1
773,1,0.5769,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",okay strong dgn you plus so ngaruh try sih bau cair gaada melembabkan kental but apa suka tenang lebih light it cica ku cocok that tonernya kandung muka banget toner kurang jerawat produk,Kualitas Produk,1
774,0,0.7535,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",okay bagaimana ubah ada tidak ngerasain susah cuman sisa sih metode calming bagus csm tonernya benar merah pakai pas banget hilang jerawat reda,Penggunaan Produk,0
775,0,0.6956,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",paraben fragrancenya kuat packagingnya jauh mirip routine takut padahal skincare langsung besok soal muncul to satu bakal sekali mungkin se affordable aman beberapa cair sekarang wangi cuma sensitif alkohol lebih acne tekstur harga dalam asli daun cocok nyata baru skin centella kandung tarik beli jadi muka kulit pakai banget cukup memang toner,Penggunaan Produk,0
776,1,0.4466,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",bruntusanku kombinasi kenal aman cair hasil paling halus bagus coba sensitif tekstur kali pertama jadi kulit pakai banget hilang toner,Kualitas Produk,1
777,0,0.9566,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",dipakenya kenyal jamin hydrate padahal bakal lembab selalu rutin wangi terlalu terus asa seger adem kalau cocok enak muka bikin kulit pakai banget toner,Penggunaan Produk,0
778,0,0.9563,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",salicylic semua jenis malam pagi wangi melembabkan nya baik tenang cica cocok wajah enak merah hari kulit pakai toner jerawat,Penggunaan Produk,1
