Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,topic_label,sentimen
489,0,0.972,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['ken', 'coba', 'pakai', 'toner', 'terus', 'bilah', 'toner', 'npure', 'harap', 'cocok', 'ingredientsnya', 'bagus', 'bagus', 'baru', 'sangat', 'pakai', 'pagi', 'sama', 'malem', 'terus', 'besok', 'pagi', 'muncul', 'bruntusan', 'dagu', 'sama', 'jidat', 'huhu', 'sedih']",Penggunaan Produk,negative
490,1,0.9157,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['sebenernya', 'kulit', 'pernah', 'masalah', 'jerawat', 'usia', 'an', 'skincare', 'routine', 'cuma', 'cuci', 'muka', 'biasa', 'cari', 'skincare', 'cocok', 'awal', 'happy', 'produk', 'lokal', 'affordable', 'cicanya', 'sayang', 'cocok', 'kompres', 'pakai', 'kapas', 'kaya', 'masker', 'besok', 'muncul', 'radang', 'jerawat', 'minggu', 'coba', 'pakai', 'rutin', 'mateng', 'nih', 'jerawat', 'pakai', 'bareng', 'daycream', 'nightcream', 'cica', 'npure', 'produk']",Kualitas Produk,negative
491,1,0.989,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['tarik', 'beli', 'toner', 'dupenya', 'toner', 'skin', 'jadi', 'skincare', 'routine', 'sekarang', 'maaf', 'banget', 'nyata', 'cocok', 'pakai', 'padahal', 'kandung', 'aman', 'kulit', 'sensitif', 'paraben', 'alkohol', 'mungkin', 'fragrancenya', 'kulit', 'memang', 'se', 'sensitif', 'packagingnya', 'mirip', 'toner', 'skin', 'lebih', 'ramping', 'dalam', 'daun', 'centella', 'asli', 'tekstur', 'cair', 'wangi', 'cukup', 'kuat', 'pakai', 'baru', 'sekali', 'besok', 'langsung', 'cystic', 'acne', 'muncul', 'muka', 'beberapa', 'cuma', 'satu', 'jadi', 'sekarang', 'utuh', 'pakai', 'soal', 'takut', 'bakal', 'muncul', 'harga', 'jelas', 'jauh', 'lebih', 'affordable', 'skin', 'cocok', 'jadi', 'stick', 'to', 'skin']",Kualitas Produk,negative
492,0,0.9691,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['pakai', 'waktu', 'break', 'out', 'beberapa', 'bulan', 'lalu', 'banyak', 'rekomendasiin', 'reviewnya', 'bagusbagus', 'ngasih', 'efek', 'apaapa', 'malah', 'muncul', 'jerawat', 'bikin', 'enak', 'banget', 'muka', 'sedih', 'banget', 'banyak', 'cocok']",Penggunaan Produk,positive
493,0,0.9564,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['selalu', 'harap', 'penuh', 'sm', 'skincare', 'dapet', 'cocok', 'giur', 'sm', 'si', 'npure', 'enak', 'si', 'calming', 'rednes', 'gtu', 'awal', 'cuma', 'pakai', 'tonernya', 'lanjt', 'beli', 'si', 'essence', 'nya', 'bodonya', 'pagi', 'pakai', 'toner', 'essence', 'makin', 'siang', 'muka', 'makin', 'minyak', 'parah', 'terus', 'kusam', 'gtuu', 'dah', 'abis', 'botol', 'ngaruh', 'banget', 'sm', 'jerawat', 'muka', 'kalau', 'buat', 'rednes', 'lumayan', 'work']",Penggunaan Produk,negative
494,2,0.5533,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['sedih', 'banget', 'cocok', 'sama', 'toner', 'huhu', 'awal', 'awal', 'pakai', 'reaksi', 'apa', 'pas', 'lama', 'lama', 'jerawat', 'muncul', 'teruus', 'bruntusan', 'jg', 'makin', 'parah', 'akhir', 'kasih', 'temen', 'nggapapa', 'deh', 'emg', 'jodoh', 'kyanya', 'sama', 'toner', 'npure']",Pembelian Produk,negative
495,0,0.9811,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['entah', 'cocok', 'padahal', 'female', 'daily', 'bagus', 'review', 'nya', 'acne', 'prone', 'skin', 'pakai', 'awal', 'terus', 'jerawat', 'mendem', 'akhir', 'jerawat', 'muncul', 'waktu', 'sama', 'sedih', 'sih', 'jadi', 'banyak', 'bekas', 'nya', 'sekarang', 'wkwkw', 'mau', 'bagaimana', 'kaya', 'emang', 'cocok', 'tekstur', 'cair', 'gampang', 'resap', 'jadi', 'pas', 'pakai', 'rasa', 'kalau', 'make']",Penggunaan Produk,negative
496,2,0.9656,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['preloved', 'hari', 'pertama', 'pakai', 'bagus', 'hari', 'tiga', 'pakai', 'muncul', 'bruntusan', 'banyak', 'banget', 'mungkin', 'muka', 'cocok', 'fragrancenya', 'mau', 'face', 'wash', 'toner', 'serum', 'kupreloved', 'ajaa', 'murah', 'wa']",Pembelian Produk,positive
497,0,0.6245,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['ngerekomendasiin', 'sih', 'awal', 'mikir', 'bakal', 'cocok', 'sama', 'kulit', 'sensitif', 'jerawat', 'banyak', 'bilang', 'kalau', 'tonernya', 'bagus', 'buat', 'semua', 'kulit', 'masuk', 'sensitif', 'acne', 'nyata', 'waktu', 'nyoba', 'cocokk', 'jerawat', 'bakal', 'keluar', 'besok', 'makin', 'gede', 'belum', 'repurchase', 'bakal', 'sih']",Penggunaan Produk,negative
498,1,0.9729,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['gacocok', 'bikin', 'muka', 'makin', 'minyak', 'kusam', 'pdhl', 'kata', 'meredekan', 'merah', 'wajah', 'muka', 'malah', 'bikin', 'tambah', 'jerawat', 'batu', 'gede', 'jerawat', 'jenis', 'pustula', 'claim', 'nya', 'jg', 'biaa', 'cerah', 'enggaa', 'muka', 'huhu']",Kualitas Produk,negative
499,0,0.9525,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['breakout', 'parah', 'gara', 'gara', 'produk', 'awal', 'pakai', 'asa', 'panas', 'bikin', 'makin', 'tekstur', 'tetap', 'lanjutin', 'kepingin', 'liat', 'hasil', 'jangka', 'panjang', 'makin', 'lama', 'area', 'jawline', 'banyak', 'banget', 'muncul', 'jerawat', 'besar', 'makin', 'hari', 'makin', 'banyak', 'pipi', 'sampe', 'bruntusan', 'parah', 'jidat', 'lalu', 'mulai', 'berhentiin', 'pakai', 'alhamdulillah', 'makin', 'baik', 'semenjak', 'ganti', 'skincare']",Penggunaan Produk,positive
500,1,0.9087,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['ekspektasi', 'produk', 'sebenernya', 'tinggi', 'banget', 'temenku', 'jerawat', 'baik', 'pakai', 'pas', 'coba', 'nyata', 'cocok', 'jerawat', 'awal', 'cuman', 'jadi', 'banyak', 'banget', 'bruntusasn', 'seluruh', 'muka', 'padahal', 'area', 'jidat', 'jarang', 'bruntusan', 'jerawat', 'pakai', 'jadi', 'penuh', 'bruntusan', 'jerawat']",Kualitas Produk,positive
501,0,0.9796,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['beberapa', 'minggu', 'tumbuh', 'jerawat', 'pakai', 'hari', 'langsung', 'muncul', 'jerawat', 'mendem', 'dong', 'padahal', 'belum', 'pakai', 'produk', 'centella', 'baik', 'buat', 'untung', 'haple', 'grapeseed', 'face', 'oil', 'jadi', 'selamat', 'wangi', 'enak', 'turut', 'packaging', 'super', 'eyecatching', 'sayang', 'banget', 'cocok', 'padahal', 'baru', 'pakai', 'sangat', 'isi', 'banyak']",Penggunaan Produk,positive
502,0,0.9763,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['pakai', 'ku', 'beberapa', 'kali', 'tahu', 'muka', 'ku', 'sensitiv', 'banget', 'kalau', 'kurang', 'cocok', 'jadi', 'jerawat', 'kecil', 'kecil', 'gin', 'padahal', 'produk', 'bagus', 'melembabkanbuat', 'kulit', 'kering', 'banget', 'coba', 'produk', 'cuma', 'lumayan', 'ku', 'ganggu', 'bau', 'terlalu', 'sengat']",Penggunaan Produk,negative
503,2,0.8841,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['nyobain', 'beli', 'produk', 'npure', 'paket', 'habis', 'lepas', 'krim', 'dokter', 'harap', 'sih', 'rating', 'bagus', 'buat', 'bahan', 'alami', 'bikin', 'kulit', 'lebih', 'bagus', 'nyata', 'big', 'pakai', 'npure', 'muka', 'breakout', 'parah', 'akhir', 'renti', 'btw', 'pricey', 'harga', 'repurchase', 'hm', 'i', 'think']",Pembelian Produk,negative
504,1,0.9804,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['tekstur', 'nya', 'cair', 'real', 'centella', 'asiatica', 'leaf', 'dalam', 'feels', 'on', 'skin', 'kulit', 'lembab', 'reda', 'redness', 'wajah', 'minggu', 'pakai', 'malah', 'nimbul', 'jerawat', 'kecil', 'kecil', 'makin', 'terus', 'makin', 'breakout', 'mungkin', 'kulit', 'ku', 'gabisa', 'nerima', 'cica', 'konsentrasi', 'besar', 'beda', 'kulit', 'beda', 'resultnya', 'gess']",Kualitas Produk,negative
505,0,0.9795,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['nyata', 'tim', 'cocok', 'pakai', 'toner', 'unfortunately', 'padahal', 'baru', 'make', 'hari', 'langsung', 'breakout', 'idk', 'mungkin', 'fragnance', 'kulit', 'sensitif', 'sih', 'gaberani', 'lanjut', 'kaya', 'gaada', 'tanda', 'baik', 'bukan', 'arti', 'bilang', 'gabagus', 'yaah', 'kyknya', 'minoritas', 'huhu', 'it', 'doesnt', 'work', 'for', 'me']",Penggunaan Produk,negative
506,0,0.9866,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['plis', 'cocok', 'banget', 'kulit', 'ku', 'bingung', 'kmrn', 'pas', 'sedang', 'bruntus', 'bnyk', 'rekomen', 'ktny', 'ngatasin', 'ps', 'di', 'coba', 'malah', 'nmba', 'banyak', 'tidak', 'banget', 'deh', 'cmn', 'pakai', 'hari', 'aj', 'kluar', 'tu', 'bruntus', 'jadi', 'takut', 'mau', 'cb', 'lagi', 'smpe', 'sekarang', 'blom', 'pakai', 'sedang', 'sbnr', 'nya', 'harga', 'msi', 'aman', 'cmn', 'emg', 'kulit', 'orang', 'beda', 'jga', 'mngkn', 'cck', 'cck', 'klian']",Penggunaan Produk,negative
507,0,0.7594,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['gacocok', 'pakai', 'toner']",Penggunaan Produk,positive
508,0,0.9723,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['awal', 'yakin', 'buat', 'beli', 'check', 'skincarisma', 'nge', 'triger', 'fungal', 'acne', 'eh', 'coba', 'emang', 'benar', 'akhir', 'minggu', 'coba', 'terima', 'akhir', 'serah', 'untung', 'pakai', 'buat', 'campur', 'masker', 'oat', 'jadi', 'aman']",Penggunaan Produk,positive
509,0,0.9791,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['pakai', 'langsung', 'bruntusan', 'banyak', 'banget', 'jidat', 'terus', 'after', 'usenya', 'muka', 'jadi', 'kaya', 'bikin', 'muka', 'minyak', 'terus', 'cocok', 'sm', 'kulit', 'cocok', 'sm', 'fragrance', 'buat', 'ngeredain', 'merah', 'bagus', 'sih', 'kalau', 'suruh', 'pakai', 'maju', 'mundur', 'soal', 'love', 'hate', 'sm', 'produk']",Penggunaan Produk,positive
510,0,0.9636,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['coba', 'pakai', 'toner', 'hampir', 'minggu', 'terlalu', 'positif', 'thinking', 'review', 'nya', 'bagus', 'hari', 'tiga', 'ingat', 'lanngsung', 'muncul', 'beruntus', 'daerah', 'pipi', 'padahal', 'anak', 'paling', 'jarang', 'kena', 'beruntus', 'daerah', 'terus', 'galama', 'ilang', 'muncul', 'terus', 'lama', 'hampir', 'minggu', 'tt', 'bom', 'rela', 'cocok', 'sm', 'toner', 'pdhl', 'after', 'pkeknya', 'enak', 'banget', 'kek', 'melembabkan', 'banget', 'huhu', 'sedih']",Penggunaan Produk,negative
511,0,0.9878,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['lihat', 'betapa', 'hypenya', 'produk', 'akhir', 'penasaran', 'ingredients', 'bagus', 'tranemix', 'acid', 'gua', 'cari', 'buat', 'ngilangin', 'bekas', 'merah', 'pie', 'beli', 'kecil', 'ml', 'nyobain', 'dulu', 'kan', 'skip', 'minggu', 'jadi', 'jerawat', 'gua', 'introduce', 'skincare', 'baru', 'tiap', 'muncul', 'jerawat', 'baru', 'it', 'doesnt', 'help', 'at', 'all', 'calming', 'ngilangin', 'redness', 'bikin', 'cepet', 'mateng', 'huf', 'tekstur', 'cair', 'sampe', 'kadang', 'perlu', 'pakai', 'banyak', 'buat', 'kena', 'semua', 'area', 'muka', 'gua', 'lebar', 'lengket', 'bau', 'stop', 'using', 'after', 'weeks']",Penggunaan Produk,negative
512,0,0.984,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['tahu', 'produk', 'temen', 'pakai', 'bulan', 'cocok', 'cari', 'toner', 'buat', 'kulit', 'kemarin', 'sempet', 'jerawat', 'coba', 'beli', 'size', 'ml', 'doang', 'pertama', 'kali', 'coba', 'aduh', 'muka', 'merah', 'terus', 'gatel', 'jaman', 'minyak', 'kurang', 'sih', 'kalau', 'abis', 'bangun', 'tidur', 'sangat', 'coba', 'gatel', 'kulit', 'muka', 'merah', 'stop', 'nyaman', 'banget', 'gatelnyaaa', 'padahal', 'pakenya', 'cuci', 'muka', 'pakai', 'skincare']",Penggunaan Produk,negative
513,1,0.9869,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['baru', 'pakai', 'lama', 'malam', 'bingung', 'malah', 'bikin', 'muka', 'ku', 'jadi', 'lebih', 'minyak', 'lengket', 'pakai', 'toner', 'muka', 'ku', 'oily', 'kaya', 'fresh', 'punya', 'jerawat', 'pipi', 'kanan', 'kiri', 'sesuai', 'tunjuk', 'ig', 'nya', 'kompres', 'pakai', 'kapas', 'ngaruh', 'apa', 'apa', 'kulit', 'ku', 'kempes', 'engga', 'malah', 'sedikit', 'lengket', 'rasa', 'jauh', 'efek', 'soothing', 'nya', 'sama', 'sekali', 'malah', 'muka', 'ku', 'jadi', 'ladang', 'minyak', 'bangun', 'tidur', 'lengket', 'muka', 'ku', 'huhu']",Kualitas Produk,negative
514,0,0.9679,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['beli', 'goda', 'sama', 'review', 'klaim', 'nya', 'bantu', 'ngurangin', 'bruntusan', 'nyata', 'pas', 'coba', 'malah', 'bikin', 'bruntusan', 'nimbulin', 'jerawat', 'mendem', 'tekstur', 'cair', 'banget', 'keset', 'asa', 'sedikit', 'lembab']",Penggunaan Produk,negative
515,2,0.9059,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['ngiri', 'banget', 'sama', 'kalian', 'cocok', 'pakai', 'entah', 'bikin', 'muncul', 'jerawat', 'mendem', 'baru', 'pakai', 'hari', 'langsung', 'muncul', 'jerawat', 'mendem', 'kemas', 'lucu', 'daun', 'centella', 'asli', 'harga', 'jangkau', 'isi', 'lumayan', 'banyak', 'dong', 'jadi', 'bakal', 'awet', 'tekstur', 'mostly', 'cair', 'bikin', 'lembab', 'wangi', 'strong', 'ingredientsnya', 'oke', 'alcohol', 'paraben', 'free', 'cica', 'tranexamid', 'acid', 'niacinamide', 'plus', 'salicyclic', 'acidnya', 'buat', 'prevent', 'acne', 'sayang', 'banget', 'jodoh']",Pembelian Produk,positive
516,2,0.9793,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['nyri', 'hydrting', 'toner', 'eh', 'direkomen', 'sm', 'temen', 'akhir', 'beli', 'pas', 'awal', 'make', 'seger', 'sih', 'jerawat', 'cepet', 'mateng', 'bikin', 'fresh', 'glowing', 'tpi', 'pas', 'wajah', 'sedang', 'make', 'jadi', 'bruntusan', 'rame', 'bruntusannya', 'yaudah', 'akhir', 'stopp', 'deh', 'tpi', 'redness', 'cepet', 'hilang', 'sih']",Pembelian Produk,negative
517,0,0.9738,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['bruntusan', 'muka', 'abis', 'pakai', 'toner', 'juta', 'umat', 'padahal', 'baru', 'sekali', 'pakai', 'nama', 'nya', 'cocok', 'apa', 'mau', 'lanjutin', 'pakai', 'bagaimana', 'takut', 'nnti', 'malah', 'break', 'out', 'huhu', 'padahal', 'harap', 'lebih', 'si', 'toner', 'cocok', 'akuuuu']",Penggunaan Produk,positive
518,1,0.982,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['packingnya', 'bagus', 'produk', 'kluar', 'cukup', 'lebih', 'aroma', 'soft', 'tekture', 'pas', 'kena', 'kulit', 'wajah', 'kurang', 'suka', 'soal', 'wajah', 'sedikit', 'lengket', 'lihat', 'jadi', 'minyak', 'pas', 'apply', 'serum', 'kyaknya', 'masuk', 'kulit', 'sekarang', 'hari', 'muncul', 'bruntusan', 'panjang', 'pipi', 'sampe', 'hampir', 'dagu', 'belah', 'kiri', 'kyaknya', 'bakal', 'mau', 'ku', 'resale', 'bingung', 'nih', 'enak', 'lanjut', 'apa', 'stop', 'yaa']",Kualitas Produk,negative
519,0,0.977,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['work', 'banget', 'kulit', 'normal', 'to', 'oily', 'iniibikin', 'iritasi', 'merah', 'dong', 'huhuu', 'mau', 'udahin', 'deh', 'pakenya', 'takut', 'tambah', 'jadi', 'si', 'iritasi', 'padahal', 'botol', 'awet', 'banget', 'ken', 'ganti', 'toner', 'lebih', 'work', 'kulit', 'normal', 'to', 'oily']",Penggunaan Produk,positive
520,1,0.5167,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['produk', 'engga', 'kerja', 'baik', 'kulit', 'pertama', 'kali', 'beli', 'iseng', 'iseng', 'cari', 'cica', 'salah', 'satu', 'e', 'commerce', 'keluar', 'product', 'awal', 'ragu', 'murah', 'sekali', 'banding', 'asli', 'korea', 'kenal', 'penasaran', 'akhir', 'beli', 'cocok', 'pakai', 'fw', 'nya', 'tonernya', 'muncul', 'komedo', 'putih', 'muka', 'coba', 'stop', 'balik', 'pakai', 'sedang', 'hasil', 'sama', 'sayang', 'pakein', 'badan', 'badan', 'muncul', 'jerawat', 'kecil', 'merahmerah', 'rephurcase', 'pasti', 'engga', 'takut', 'banget', 'dipake']",Kualitas Produk,negative
521,2,0.9631,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['awal', 'tarik', 'gara', 'gara', 'toner', 'viral', 'kandung', 'centela', 'asiatica', 'nya', 'kata', 'bagus', 'buat', 'jerawat', 'malah', 'breakoyt', 'parah', 'jadi', 'mau', 'preloved', 'k', 'an', 'isi', 'wa']",Pembelian Produk,negative
522,0,0.9692,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['bingung', 'maunyembuhin', 'jerawat', 'jadi', 'coba', 'pakai', 'produk', 'klaim', 'bagus', 'kulit', 'jerawat', 'nyata', 'cocok', 'kulit', 'malah', 'makin', 'banyak', 'beruntus', 'jerawat', 'emang', 'bikin', 'wajah', 'lebih', 'cerah', 'sih']",Penggunaan Produk,negative
523,0,0.9885,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['apa', 'produk', 'hype', 'nyoba', 'produk', 'sedang', 'hype', 'akhir', 'ketidakcocokan', 'kulit', 'tuh', 'asli', 'seneeeng', 'banget', 'sama', 'produk', 'centella', 'salicylic', 'acid', 'produk', 'contoh', 'ky', 'emina', 'acne', 'spot', 'gel', 'bahan', 'ada', 'produk', 'pas', 'dipake', 'yaampun', 'kulit', 'asa', 'panas', 'cekit', 'harap', 'efek', 'soothing', 'dari', 'si', 'centella', 'tak', 'rasa', 'apa', 'bikin', 'kulit', 'jadi', 'perih', 'asa', 'kering', 'minggu', 'doang', 'nyobain', 'cukup', 'lah', 'tahu', 'kalau', 'kulit', 'gacocok', 'babay', 'npure', 'centella', 'gemes', 'banget', 'daun', 'centellanya', 'beneran']",Penggunaan Produk,positive
524,1,0.7528,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['klaim', 'cocok', 'buat', 'kulit', 'minyak', 'jerawat', 'pakai', 'samafwnya', 'lama', 'bulan', 'kemudian', 'renti', 'bulan', 'maju', 'bruntusan', 'kulit', 'minyak', 'abis', 'renti', 'coba', 'pakai', 'sedang', 'niat', 'mau', 'habisin', 'tanggung', 'aplikasi', 'cumuk', 'cleansing', 'water', 'soal', 'kalau', 'toner', 'terlalu', 'lembab', 'eh', 'baru', 'hari', 'pakai', 'malah', 'breakout', 'parah', 'banget', 'bruntusan', 'muncul', 'banyak', 'banget', 'inflamatory', 'acne', 'gede', 'banget', 'biasa', 'prnh', 'kena', 'inflamatory', 'acne', 'gila', 'marah', 'banget', 'rasa', 'susah', 'lama', 'bulan', 'pakai', 'produk', 'terus', 'liat', 'hasil', 'ngurangin', 'bruntusan', 'sama', 'npure', 'bikin', 'breakout', 'waktu', 'hari', 'kalau', 'total', 'sekarang', 'minggu', 'nih', 'breakoutnya', 'kelar', 'ckck', 'bnr', 'ken', 'kata', 'kasar']",Kualitas Produk,negative
525,0,0.9651,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['awal', 'kasih', 'tahu', 'temen', 'kalau', 'bagus', 'nyata', 'kulit', 'oily', 'acne', 'prone', 'ngaruh', 'sama', 'sekali', 'malah', 'tambah', 'beruntus', 'jidat', 'pipi', 'huhu', 'sembuh', 'beruntus', 'jerawat']",Penggunaan Produk,positive
526,0,0.982,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['entah', 'cocok', 'padahal', 'ingridientsnya', 'aman', 'dia', 'pertama', 'kali', 'pakai', 'langsung', 'asa', 'panas', 'banget', 'kulit', 'jadi', 'stop', 'takut', 'dilanjutin', 'bikin', 'breakout', 'padahal', 'beli', 'cocok', 'pakai', 'skin', 'ampoulenya', 'sama', 'kandung', 'centella', 'asiatica', 'diemin', 'beberapa', 'bulan', 'coba', 'pakai', 'benar', 'dong', 'bikin', 'breakout', 'iritasi', 'akhir', 'stop', 'pakai', 'hari', 'tiga']",Penggunaan Produk,negative
527,0,0.9707,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['banyak', 'orang', 'cocok', 'banget', 'pakai', 'toner', 'sayang', 'engga', 'banget', 'pakai', 'toner', 'bikin', 'muka', 'makin', 'bruntusan', 'parah', 'padahal', 'waktu', 'cuma', 'pakai', 'fw', 'toner', 'pakai', 'pas', 'sedang', 'coba', 'skin', 'fasting']",Penggunaan Produk,positive
528,0,0.924,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['entah', 'kulit', 'masalah', 'belum', 'emang', 'cocok', 'pakai', 'malah', 'bruntusan', 'kulit', 'jadi', 'kusam', 'kering', 'padahal', 'kulit', 'minyak', 'pakai', 'beberapa', 'kali', 'sampe', 'akhir', 'berentiin', 'tidak ada', 'ubah', 'bagus', 'cocok', 'bukan', 'arti', 'cocok', 'kalian', 'yaa', 'jadu', 'kalau', 'mau', 'coba', 'silah', 'jangan', 'sampe', 'makan', 'review', 'jelek', 'lainnyadan', 'punya', 'skin', 'type', 'sama', 'jamin', 'hasil', 'sama']",Penggunaan Produk,negative
529,0,0.9845,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['awal', 'ken', 'coba', 'makan', 'review', 'edar', 'tiktok', 'kata', 'bagus', 'temen', 'rekomen', 'pakai', 'waktu', 'bruntusan', 'coba', 'muncul', 'jerawat', 'mendem', 'tempat', 'bekas', 'jerawat', 'waktu', 'coba', 'buat', 'csm', 'sih', 'pikir', 'mngkin', 'cocok', 'sama', 'metode', 'csm', 'terus', 'pakai', 'toner', 'dgn', 'cara', 'biasa', 'tetep', 'cocok', 'huhu', 'sedih', 'padahal', 'harap', 'banyak', 'sm', 'npure', 'day', 'night', 'cream', 'nya', 'cocok']",Penggunaan Produk,negative
530,2,0.9632,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['efek', 'melembabkannya', 'sih', 'kurang', 'kulit', 'jerawat', 'bruntusan', 'jg', 'ngaruh', 'tekstur', 'cair', 'banget', 'air', 'repurchase', 'mau', 'cari', 'toner', 'tekstur', 'lebih', 'kental', 'lebih', 'asa', 'lembabnya']",Pembelian Produk,positive
531,0,0.9769,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['sempet', 'nyari', 'toner', 'bikin', 'jerawat', 'mending', 'akhir', 'nemu', 'pas', 'liat', 'reviewnya', 'lumayan', 'banyak', 'bilang', 'bagus', 'sayang', 'buat', 'malah', 'bikin', 'tambah', 'jerawat', 'gede', 'sangat', 'pernah', 'jerawat', 'gede', 'pas', 'make', 'npure', 'padahal', 'ngikutin', 'cara', 'kompres', 'tetep', 'malah', 'tambah', 'parah']",Penggunaan Produk,negative
532,1,0.9757,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['sangat', 'harap', 'besar', 'sm', 'npure', 'kandung', 'centtelanya', 'sblmnya', 'pakai', 'fw', 'kandung', 'centella', 'cocok', 'nyata', 'cocok', 'sm', 'kulit', 'habis', 'pakai', 'langsung', 'tumbuh', 'jerawat', 'kecil', 'cba', 'hari', 'pakai', 'tetep', 'nimbulin', 'jerawat', 'kecil', 'habis', 'pakai', 'ngelembapin', 'ku', 'kurang', 'wangi', 'enak', 'sedikit', 'ganggu', 'andai', 'parfumenya']",Kualitas Produk,negative
533,0,0.9753,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['beli', 'review', 'orang', 'cocok', 'sayang', 'cocok', 'kulit', 'hydratingnya', 'oke', 'sih', 'waktu', 'dipake', 'perih', 'beberapa', 'area', 'calming', 'jerawat', 'redness', 'sama', 'sekali', 'ngaruh', 'malah', 'bikin', 'bruntusan', 'mungkin', 'kulit', 'gacocok', 'terlalu', 'banyak', 'bahan', 'aktif']",Penggunaan Produk,negative
534,1,0.5297,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['nooooooooooo', 'for', 'fungal', 'acne', 'jadi', 'santap', 'hangat', 'banget', 'fungal', 'acne', 'gatau', 'pas', 'pakai', 'malah', 'kulit', 'reaksi', 'nya', 'jelek', 'banget', 'kaya', 'langsung', 'sensitif', 'bruntusan', 'kecil', 'kecil', 'padahal', 'dulu', 'pas', 'skin', 'barrier', 'nya', 'kuat', 'bagus', 'sih']",Kualitas Produk,negative
535,0,0.9799,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['kaya', 'produk', 'bagus', 'sii', 'emang', 'gacocok', 'ajaa', 'diakupas', 'pertama', 'dipake', 'malah', 'jadi', 'tambah', 'banget', 'beruntus', 'bukan', 'nguranginudah', 'coba', 'terus', 'mikirnya', 'purging', 'apa', 'makin', 'lama', 'makin', 'tambah', 'cari', 'dalem', 'skincarenya', 'gaada', 'bahan', 'bikin', 'purging', 'jadi', 'stop', 'deh', 'takut', 'banget', 'makin', 'parah']",Penggunaan Produk,negative
